Cluster,Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Gender_Male
0,37.19605660677373,68.37501987597392,1.680184449038003,182.98823342343775,154.85053267610112,73.4353633328033,0.6598362219748768,25.13342343774845,3.302607727778661,3.0553347114008584,0.4037207823183336,24.132851009699475,7.7316743520432505,0.7439854002599778,5.841422876709334,0.490698044204166
1,41.90950744558992,68.38178694158076,1.6819644902634594,177.46878579610538,131.66122565864833,69.47651775486827,0.8156328751431844,22.19925544100802,3.741122565864834,4.085910652920962,1.0836197021764031,24.090320733104235,3.816723940435281,0.5786178011471935,2.2834388744676404,0.4919816723940435
2,37.73501504281416,67.97107151122425,1.6792455450127286,182.2679935200185,151.08840546169867,63.24647072436936,1.0897153436704465,16.770330941911595,3.914302244850729,5.7958805831983335,2.2915991668595233,24.036635038185604,7.616408238833603,0.7391486852756306,5.72516284258829,0.5364498958574404
